Year,Filename,Num_Unique_Vars,Unique_Vars
2016,16zpallagi.csv,3,"A21020,N21020,RAL"
2017,17zpallagi.csv,9,"N12000,N20950,A20950,A11900,CPREP,DIR_DEP,A12000,N11900,ELF"
