Year,Filename,Num_Unique_Vars,Unique_Vars
2013,13zpallagi.csv,2,"N85330,A85330"
2014,14zpallagi.csv,15,"A85770,N85770,A09750,A85775,N85775,A05780,TOTAL_VITA,A11560,VITA,N09750,TCE,N85530,N05780,A85530,N11560"
