Year,Filename,Num_Unique_Vars,Unique_Vars
2012,12zpallagi.csv,1,N00101
2013,13zpallagi.csv,38,"A02650,A03240,N03230,N02900,N03150,N10960,A03220,N05800,A10960,N03240,A03230,N03210,A09400,N85330,N09400,A10600,N03270,A03210,N26270,N07230,A07230,A26270,N85300,N10600,A07300,A00700,A07240,N07300,A03150,N07240,N02650,N03220,A05800,A02900,A03270,N00700,A85300,A85330"
