"ZIPCODE","STATE","YEAR","Latitude","Longitude","A00100","A07260"
85303,"AZ",2009,33.53,-112.22,405988,254
85304,"AZ",2009,33.59,-112.17,570093,636
85305,"AZ",2009,33.53,-112.26,215948,123
85306,"AZ",2009,33.62,-112.17,469122,572
85307,"AZ",2009,33.53,-112.31,146341,74
85308,"AZ",2009,33.66,-112.18,1695386,1418
85309,"AZ",2009,33.53,-112.38,11320,0
85310,"AZ",2009,33.71,-112.17,649282,503
85321,"AZ",2009,32.24,-112.65,48517,30
85322,"AZ",2009,33.18,-112.79,11188,0
85323,"AZ",2009,33.44,-112.31,525069,156
85324,"AZ",2009,34.13,-112.13,50671,20
85326,"AZ",2009,33.38,-112.55,739105,418
85331,"AZ",2009,33.88,-111.91,947035,803
85333,"AZ",2009,32.94,-113.34,5880,0
85335,"AZ",2009,33.59,-112.33,420809,153
85337,"AZ",2009,32.99,-112.9,32551,15
85338,"AZ",2009,33.37,-112.38,937475,657
85339,"AZ",2009,33.3,-112.2,689509,278
85340,"AZ",2009,33.51,-112.36,741251,640
85342,"AZ",2009,33.98,-112.44,25543,63
85344,"AZ",2009,34.08,-114.22,138736,76
85345,"AZ",2009,33.57,-112.25,901482,654
85347,"AZ",2009,32.76,-113.87,10228,0
85348,"AZ",2009,33.72,-113.65,20931,0
85350,"AZ",2009,32.53,-114.71,183121,49
85351,"AZ",2009,33.6,-112.28,506654,931
85353,"AZ",2009,33.42,-112.27,523965,114
85354,"AZ",2009,33.43,-113.05,82650,100
85355,"AZ",2009,33.55,-112.43,241380,231
85356,"AZ",2009,32.7,-114.17,52196,24
85361,"AZ",2009,33.76,-112.61,101603,73
85363,"AZ",2009,33.58,-112.3,80787,38
85364,"AZ",2009,32.68,-114.66,1100683,485
85365,"AZ",2009,32.72,-114.51,794945,426
85367,"AZ",2009,32.68,-114.38,323857,292
85373,"AZ",2009,33.68,-112.31,346196,468
85374,"AZ",2009,33.64,-112.38,942544,1008
85375,"AZ",2009,33.67,-112.36,679919,1114
85379,"AZ",2009,33.6,-112.37,771207,311
85381,"AZ",2009,33.61,-112.23,634984,447
85382,"AZ",2009,33.65,-112.24,979632,675
85383,"AZ",2009,33.76,-112.24,1250442,937
85387,"AZ",2009,33.71,-112.4,246984,327
85388,"AZ",2009,33.6,-112.43,450108,161
85390,"AZ",2009,33.9,-112.9,117226,116
85392,"AZ",2009,33.47,-112.29,688112,368
85395,"AZ",2009,33.47,-112.39,630040,1176
85396,"AZ",2009,33.53,-112.7,302964,239
85501,"AZ",2009,33.62,-110.7,130072,149
85533,"AZ",2009,33.27,-109.27,38111,47
85534,"AZ",2009,32.76,-109.07,33123,26
85539,"AZ",2009,33.34,-110.89,40930,73
85540,"AZ",2009,33.04,-109.37,69125,0
85541,"AZ",2009,34.19,-111.17,362229,370
85542,"AZ",2009,33.32,-110.32,17272,0
85543,"AZ",2009,33,-109.88,49622,46
85544,"AZ",2009,34.32,-111.54,52600,69
85545,"AZ",2009,33.62,-111.03,6386,0
85546,"AZ",2009,32.81,-109.36,225361,305
85552,"AZ",2009,32.82,-109.78,109602,126
85602,"AZ",2009,32.19,-110.38,164797,154
85603,"AZ",2009,31.43,-109.92,112899,87
85606,"AZ",2009,32.06,-109.91,14022,27
85607,"AZ",2009,31.54,-109.46,167273,84
85610,"AZ",2009,31.73,-109.7,17069,0
85611,"AZ",2009,31.57,-110.54,18438,0
85613,"AZ",2009,31.57,-110.38,51544,0
85614,"AZ",2009,31.81,-110.92,501270,547
85615,"AZ",2009,31.44,-110.23,231115,232
85616,"AZ",2009,31.73,-110.31,94218,62
85617,"AZ",2009,31.55,-109.69,19883,0
85618,"AZ",2009,32.68,-110.62,25848,12
85621,"AZ",2009,31.45,-110.83,252247,51
85622,"AZ",2009,31.83,-111.08,176895,324
85623,"AZ",2009,32.64,-110.84,76872,79
85624,"AZ",2009,31.53,-110.71,22980,41
85625,"AZ",2009,31.89,-109.61,33039,47
85629,"AZ",2009,31.91,-110.9,522238,254
85630,"AZ",2009,31.88,-110.18,43265,41
85631,"AZ",2009,32.62,-110.59,49601,51
85632,"AZ",2009,32,-109.21,9845,0
85634,"AZ",2009,32,-111.93,68073,0
85635,"AZ",2009,31.59,-110.17,723742,594
85637,"AZ",2009,31.75,-110.66,50941,92
85638,"AZ",2009,31.71,-110.04,30877,0
85640,"AZ",2009,31.56,-111.05,14737,0
85641,"AZ",2009,31.95,-110.69,588787,338
85643,"AZ",2009,32.43,-109.88,95924,69
85645,"AZ",2009,31.71,-111.02,30194,23
85648,"AZ",2009,31.5,-111.06,342573,154
85650,"AZ",2009,31.5,-110.21,422713,465
85653,"AZ",2009,32.45,-111.29,230947,139
85658,"AZ",2009,32.51,-111.16,249620,169
85701,"AZ",2009,32.22,-110.97,84316,49
85704,"AZ",2009,32.33,-110.98,833090,838
85705,"AZ",2009,32.26,-111,552829,273
85706,"AZ",2009,32.15,-110.93,556797,215
85708,"AZ",2009,32.18,-110.87,40556,0
85710,"AZ",2009,32.22,-110.82,977189,883
85711,"AZ",2009,32.21,-110.88,647778,611
85712,"AZ",2009,32.25,-110.87,530141,426
85713,"AZ",2009,32.19,-110.98,484838,264
85714,"AZ",2009,32.16,-110.91,136985,70
85715,"AZ",2009,32.25,-110.82,553128,512
85716,"AZ",2009,32.24,-110.92,545897,473
85718,"AZ",2009,32.31,-110.92,1564636,1121
85719,"AZ",2009,32.24,-110.95,494739,396
85730,"AZ",2009,32.17,-110.79,682261,678
85735,"AZ",2009,32.06,-111.42,175346,115
85736,"AZ",2009,31.9,-111.36,49976,42
85737,"AZ",2009,32.41,-110.95,747776,614
85739,"AZ",2009,32.54,-110.95,493782,509
85741,"AZ",2009,32.33,-111.05,632043,502
85742,"AZ",2009,32.43,-111.03,662127,553
85743,"AZ",2009,32.3,-111.16,696331,451
85745,"AZ",2009,32.25,-111.08,790767,713
85746,"AZ",2009,32.09,-111.08,572305,406
85747,"AZ",2009,32.1,-110.77,579315,449
85748,"AZ",2009,32.21,-110.75,560527,461
85749,"AZ",2009,32.28,-110.73,798447,769
85750,"AZ",2009,32.29,-110.83,1220198,845
85755,"AZ",2009,32.46,-110.97,566424,404
85756,"AZ",2009,32.07,-110.92,359264,158
85757,"AZ",2009,32.13,-111.12,232220,86
85901,"AZ",2009,34.23,-110.07,196895,176
85920,"AZ",2009,33.86,-109.18,11660,0
85924,"AZ",2009,34.51,-109.69,23920,63
85925,"AZ",2009,34.09,-109.32,69449,84
85928,"AZ",2009,34.53,-110.44,19470,26
85929,"AZ",2009,34.18,-109.94,138721,113
85935,"AZ",2009,34.08,-109.9,109205,80
85936,"AZ",2009,34.56,-109.33,59448,98
85937,"AZ",2009,34.57,-110.06,114490,180
85938,"AZ",2009,34.04,-109.2,47841,61
86001,"AZ",2009,35.23,-111.72,892143,675
86004,"AZ",2009,35.29,-111.32,756207,657
86022,"AZ",2009,36.86,-112.84,23669,0
86024,"AZ",2009,34.73,-111.15,16158,16
86025,"AZ",2009,34.94,-110.09,79476,67
86036,"AZ",2009,36.74,-111.85,3541,0
86044,"AZ",2009,36.91,-110.87,38209,12
86046,"AZ",2009,35.37,-112.26,90613,69
86047,"AZ",2009,35.1,-110.64,165433,145
86301,"AZ",2009,34.62,-112.42,436458,313
86303,"AZ",2009,34.49,-112.44,402538,388
86305,"AZ",2009,34.76,-112.88,478620,642
86314,"AZ",2009,34.63,-112.31,472753,276
86315,"AZ",2009,34.69,-112.3,134011,113
86321,"AZ",2009,34.5,-113.07,46057,0
86322,"AZ",2009,34.48,-111.78,171185,179
86323,"AZ",2009,34.77,-112.45,277601,180
86324,"AZ",2009,34.79,-112.1,78715,134
86325,"AZ",2009,34.73,-111.91,101705,121
86326,"AZ",2009,34.75,-112.01,367872,366
86327,"AZ",2009,34.56,-112.12,166880,214
86332,"AZ",2009,34.29,-112.66,22002,26
86333,"AZ",2009,34.34,-112.03,69670,3256
86334,"AZ",2009,34.9,-112.43,53847,47
86335,"AZ",2009,34.68,-111.7,56686,37
86336,"AZ",2009,34.94,-111.94,313072,371
86351,"AZ",2009,34.75,-111.77,167567,192
86401,"AZ",2009,35.24,-113.76,398450,325
86403,"AZ",2009,34.48,-114.32,232918,205
86404,"AZ",2009,34.61,-114.3,254780,334
86406,"AZ",2009,34.44,-114.24,429549,538
86409,"AZ",2009,35.24,-114.01,328292,258
86413,"AZ",2009,35.13,-114.25,105247,154
86426,"AZ",2009,35,-114.56,209969,123
86429,"AZ",2009,35.14,-114.49,118224,86
86434,"AZ",2009,35.64,-113.61,18882,0
86436,"AZ",2009,34.72,-114.44,23907,29
86440,"AZ",2009,34.86,-114.51,86465,67
86441,"AZ",2009,35.64,-114.31,17109,21
86442,"AZ",2009,35.09,-114.57,393715,259
86444,"AZ",2009,35.98,-114.06,12920,28
86445,"AZ",2009,35.77,-114.5,4422,0
86514,"AZ",2009,36.89,-109.37,17284,0
0,"CA",2009,NA,NA,972340208,456293
90001,"CA",2009,33.97,-118.24,477815,46
90002,"CA",2009,33.94,-118.24,413896,46
90003,"CA",2009,33.96,-118.27,560872,89
90004,"CA",2009,34.07,-118.31,1353068,223
90005,"CA",2009,34.06,-118.31,533513,25
90006,"CA",2009,34.05,-118.29,488113,37
90007,"CA",2009,34.02,-118.28,305214,37
90008,"CA",2009,34.01,-118.35,600403,266
90010,"CA",2009,34.06,-118.32,276477,0
90011,"CA",2009,34,-118.25,767353,47
90012,"CA",2009,34.06,-118.24,358909,34
90013,"CA",2009,34.05,-118.24,193527,0
90014,"CA",2009,34.04,-118.25,141060,0
90015,"CA",2009,34.03,-118.26,276941,0
90016,"CA",2009,34.02,-118.35,703723,166
90017,"CA",2009,34.05,-118.26,322974,20
90018,"CA",2009,34.02,-118.31,575998,130
90019,"CA",2009,34.04,-118.34,1089880,231
90020,"CA",2009,34.07,-118.31,803163,54
90021,"CA",2009,34.03,-118.24,74807,0
90022,"CA",2009,34.02,-118.15,714621,111
90023,"CA",2009,34.02,-118.2,448934,46
90024,"CA",2009,34.06,-118.43,3103091,323
90025,"CA",2009,34.04,-118.44,3107740,544
90026,"CA",2009,34.07,-118.26,1133673,260
90027,"CA",2009,34.12,-118.28,1382185,294
90028,"CA",2009,34.1,-118.32,466038,26
90029,"CA",2009,34.09,-118.29,472899,55
90031,"CA",2009,34.09,-118.21,454716,102
90032,"CA",2009,34.08,-118.17,625649,256
90033,"CA",2009,34.04,-118.21,426722,29
90034,"CA",2009,34.03,-118.4,1506202,323
90035,"CA",2009,34.05,-118.38,1013487,194
90036,"CA",2009,34.06,-118.35,1576020,204
90037,"CA",2009,34,-118.28,506696,42
90038,"CA",2009,34.09,-118.33,385587,47
90039,"CA",2009,34.11,-118.26,852787,278
90040,"CA",2009,33.99,-118.14,191140,34
90041,"CA",2009,34.13,-118.2,689515,297
90042,"CA",2009,34.11,-118.19,996051,298
90043,"CA",2009,33.98,-118.33,816039,334
90044,"CA",2009,33.95,-118.29,834257,176
90045,"CA",2009,33.95,-118.4,1439368,556
90046,"CA",2009,34.11,-118.36,1842704,451
90047,"CA",2009,33.95,-118.31,758397,281
90048,"CA",2009,34.07,-118.37,1151938,202
90049,"CA",2009,34.08,-118.49,4441846,631
90056,"CA",2009,33.99,-118.37,358316,125
90057,"CA",2009,34.06,-118.27,325982,0
90058,"CA",2009,34,-118.21,80282,0
90059,"CA",2009,33.93,-118.25,613783,100
90061,"CA",2009,33.92,-118.27,283047,46
90062,"CA",2009,34,-118.31,362436,40
90063,"CA",2009,34.04,-118.18,531434,63
90064,"CA",2009,34.03,-118.43,1819436,437
90065,"CA",2009,34.1,-118.22,933785,411
90066,"CA",2009,34,-118.43,1739708,657
90067,"CA",2009,34.06,-118.41,1874448,292
90068,"CA",2009,34.13,-118.33,1102832,302
90069,"CA",2009,34.09,-118.38,1575972,206
90077,"CA",2009,34.1,-118.45,1295916,227
90094,"CA",2009,33.98,-118.42,284387,0
90201,"CA",2009,33.97,-118.15,937396,133
90210,"CA",2009,34.09,-118.41,3881604,528
90211,"CA",2009,34.06,-118.38,750258,107
90212,"CA",2009,34.06,-118.4,2374389,208
90220,"CA",2009,33.87,-118.24,615441,168
90221,"CA",2009,33.87,-118.21,536399,110
90222,"CA",2009,33.91,-118.23,323740,70
90230,"CA",2009,33.99,-118.39,995795,415
90232,"CA",2009,34.02,-118.39,561253,206
90240,"CA",2009,33.95,-118.12,590686,327
90241,"CA",2009,33.94,-118.13,848496,305
90242,"CA",2009,33.92,-118.14,715020,279
90245,"CA",2009,33.91,-118.4,839604,201
90247,"CA",2009,33.89,-118.29,784768,186
90248,"CA",2009,33.88,-118.28,320006,71
90249,"CA",2009,33.89,-118.31,526059,232
90250,"CA",2009,33.91,-118.34,1493730,404
90254,"CA",2009,33.86,-118.39,1284425,294
90255,"CA",2009,33.97,-118.21,793535,103
90260,"CA",2009,33.88,-118.35,554857,126
90262,"CA",2009,33.92,-118.2,716847,124
90265,"CA",2009,34.06,-118.81,2052303,365
90266,"CA",2009,33.88,-118.4,3324183,746
90270,"CA",2009,33.99,-118.19,269360,27
90272,"CA",2009,34.07,-118.54,3058829,527
90274,"CA",2009,33.77,-118.34,2990748,828
90275,"CA",2009,33.75,-118.31,2488847,1390
90277,"CA",2009,33.83,-118.38,1771466,517
90278,"CA",2009,33.87,-118.37,1590652,501
90280,"CA",2009,33.94,-118.2,1152351,181
90290,"CA",2009,34.1,-118.6,336718,335
90291,"CA",2009,33.99,-118.46,1106842,387
90292,"CA",2009,33.98,-118.46,1337059,165
90293,"CA",2009,33.94,-118.44,632437,150
90301,"CA",2009,33.95,-118.36,479796,85
90302,"CA",2009,33.97,-118.35,484665,96
90303,"CA",2009,33.93,-118.33,338271,85
90304,"CA",2009,33.94,-118.36,297740,31
90305,"CA",2009,33.95,-118.33,369252,127
90401,"CA",2009,34.01,-118.49,474904,55
90402,"CA",2009,34.03,-118.5,1746710,241
90403,"CA",2009,34.03,-118.49,1415119,191
90404,"CA",2009,34.02,-118.47,889809,113
90405,"CA",2009,34.01,-118.46,1500669,491
90501,"CA",2009,33.83,-118.31,992638,351
90502,"CA",2009,33.83,-118.29,429689,140
90503,"CA",2009,33.84,-118.35,1440618,568
90504,"CA",2009,33.86,-118.33,883840,432
90505,"CA",2009,33.8,-118.35,1319135,659
90601,"CA",2009,34,-118.03,754904,461
90602,"CA",2009,33.97,-118.01,437649,207
90603,"CA",2009,33.94,-117.99,590951,521
90604,"CA",2009,33.93,-118,780743,558
90605,"CA",2009,33.95,-118.02,806385,465
90606,"CA",2009,33.98,-118.06,530363,289
90620,"CA",2009,33.84,-118,1000426,672
90621,"CA",2009,33.87,-117.99,604040,229
90623,"CA",2009,33.85,-118.04,461691,366
90630,"CA",2009,33.81,-118.03,1454375,1025
90631,"CA",2009,33.94,-117.95,1621680,954
90638,"CA",2009,33.9,-118,1163463,789
90640,"CA",2009,34.02,-118.11,1053231,414
90650,"CA",2009,33.9,-118.07,1640319,659
90660,"CA",2009,33.98,-118.08,994053,498
90670,"CA",2009,33.92,-118.06,329458,148
90680,"CA",2009,33.8,-117.99,464671,209
90701,"CA",2009,33.86,-118.08,283367,119
90703,"CA",2009,33.86,-118.05,1610869,1024
90706,"CA",2009,33.88,-118.13,1213126,530
90710,"CA",2009,33.8,-118.3,517385,232
90712,"CA",2009,33.85,-118.15,879047,517
90713,"CA",2009,33.85,-118.11,814039,676
90715,"CA",2009,33.84,-118.07,387922,189
90716,"CA",2009,33.83,-118.07,158431,22
90717,"CA",2009,33.79,-118.31,514415,251
90720,"CA",2009,33.79,-118.06,891267,659
90723,"CA",2009,33.89,-118.16,675668,139
90731,"CA",2009,33.73,-118.29,1124891,378
90732,"CA",2009,33.73,-118.31,729252,387
90740,"CA",2009,33.75,-118.07,968910,528
90744,"CA",2009,33.77,-118.26,645020,146
90745,"CA",2009,33.82,-118.26,1098788,420
90746,"CA",2009,33.86,-118.25,646797,369
90755,"CA",2009,33.8,-118.16,321857,96
90802,"CA",2009,33.75,-118.2,820569,115
90803,"CA",2009,33.75,-118.13,1572538,548
90804,"CA",2009,33.78,-118.14,581702,116
90805,"CA",2009,33.86,-118.18,1201506,378
90806,"CA",2009,33.81,-118.18,571872,164
90807,"CA",2009,33.83,-118.18,1050570,594
90808,"CA",2009,33.82,-118.11,1337241,1045
90810,"CA",2009,33.81,-118.22,558408,167
90813,"CA",2009,33.78,-118.18,479263,49
90814,"CA",2009,33.77,-118.14,613424,224
90815,"CA",2009,33.79,-118.12,1324628,907
91001,"CA",2009,34.2,-118.13,1274161,742
91006,"CA",2009,34.13,-118.02,1334749,702
91007,"CA",2009,34.12,-118.05,1006092,425
91008,"CA",2009,34.15,-117.97,100287,0
91010,"CA",2009,34.13,-117.94,552345,286
91011,"CA",2009,34.22,-118.21,1890679,915
91016,"CA",2009,34.15,-117.99,1049558,517
91020,"CA",2009,34.21,-118.23,185646,68
91024,"CA",2009,34.17,-118.05,526779,361
91030,"CA",2009,34.11,-118.15,1123438,381
91040,"CA",2009,34.26,-118.32,555846,323
91042,"CA",2009,34.29,-118.25,579362,264
91101,"CA",2009,34.15,-118.14,669397,67
91103,"CA",2009,34.17,-118.17,746452,263
91104,"CA",2009,34.16,-118.12,932527,507
91105,"CA",2009,34.14,-118.16,981377,310
91106,"CA",2009,34.14,-118.13,1137759,303
91107,"CA",2009,34.16,-118.08,1349772,785
91108,"CA",2009,34.12,-118.11,1353201,376
91201,"CA",2009,34.17,-118.29,477215,223
91202,"CA",2009,34.16,-118.26,696570,271
91203,"CA",2009,34.15,-118.26,295382,46
91204,"CA",2009,34.13,-118.26,252871,17
91205,"CA",2009,34.13,-118.24,560610,108
91206,"CA",2009,34.16,-118.2,878015,364
91207,"CA",2009,34.18,-118.25,469332,207
91208,"CA",2009,34.19,-118.24,695904,396
91210,"CA",2009,34.14,-118.26,19966,0
91214,"CA",2009,34.23,-118.24,1002361,643
91301,"CA",2009,34.12,-118.76,1233934,890
91302,"CA",2009,34.11,-118.67,2126596,585
91303,"CA",2009,34.19,-118.6,387321,101
91304,"CA",2009,34.22,-118.59,1107522,600
91306,"CA",2009,34.2,-118.57,827871,416
91307,"CA",2009,34.2,-118.69,890696,628
91311,"CA",2009,34.28,-118.61,1251355,675
91316,"CA",2009,34.15,-118.52,1311342,342
91320,"CA",2009,34.17,-118.95,1816520,1088
91321,"CA",2009,34.36,-118.47,762747,418
91324,"CA",2009,34.24,-118.55,715275,332
91325,"CA",2009,34.23,-118.51,819857,368
91326,"CA",2009,34.28,-118.55,1313417,702
91331,"CA",2009,34.25,-118.41,1183210,290
91335,"CA",2009,34.2,-118.54,1210240,522
91340,"CA",2009,34.28,-118.44,444016,141
91342,"CA",2009,34.32,-118.38,1530641,791
91343,"CA",2009,34.23,-118.47,992693,471
91344,"CA",2009,34.29,-118.5,1460234,918
91345,"CA",2009,34.27,-118.45,338729,171
91350,"CA",2009,34.43,-118.51,1046299,658
91351,"CA",2009,34.43,-118.46,737980,392
91352,"CA",2009,34.23,-118.34,734672,245
91354,"CA",2009,34.46,-118.57,1011688,495
91355,"CA",2009,34.41,-118.56,1169869,633
91356,"CA",2009,34.15,-118.54,1341486,493
91360,"CA",2009,34.21,-118.88,1388472,1003
91361,"CA",2009,34.14,-118.89,1445944,607
91362,"CA",2009,34.19,-118.81,2054286,831
91364,"CA",2009,34.15,-118.6,1570220,566
91367,"CA",2009,34.17,-118.61,1532939,705
91377,"CA",2009,34.19,-118.76,662550,295
91381,"CA",2009,34.37,-118.61,869472,300
91384,"CA",2009,34.51,-118.68,668312,423
91387,"CA",2009,34.4,-118.4,1149796,665
91390,"CA",2009,34.53,-118.4,660207,449
91401,"CA",2009,34.17,-118.43,823847,308
91402,"CA",2009,34.22,-118.44,768052,142
91403,"CA",2009,34.14,-118.46,1654496,544
91405,"CA",2009,34.2,-118.44,648656,221
91406,"CA",2009,34.19,-118.49,940884,381
91411,"CA",2009,34.17,-118.46,419326,146
91423,"CA",2009,34.14,-118.42,1429103,426
91436,"CA",2009,34.15,-118.49,2547258,466
91501,"CA",2009,34.19,-118.29,545655,205
91502,"CA",2009,34.17,-118.31,221316,18
91504,"CA",2009,34.2,-118.33,777114,357
91505,"CA",2009,34.17,-118.34,998295,426
91506,"CA",2009,34.17,-118.32,571636,304
91601,"CA",2009,34.16,-118.37,707211,175
91602,"CA",2009,34.15,-118.36,716660,188
91604,"CA",2009,34.13,-118.39,1509714,452
91605,"CA",2009,34.2,-118.39,725137,231
91606,"CA",2009,34.18,-118.39,644657,194
91607,"CA",2009,34.16,-118.4,811769,337
91701,"CA",2009,34.14,-117.61,1122850,901
91702,"CA",2009,34.28,-117.87,895740,381
91706,"CA",2009,34.09,-117.96,1008459,320
91708,"CA",2009,33.95,-117.64,172823,37
91709,"CA",2009,33.94,-117.72,2417036,1363
91710,"CA",2009,34,-117.68,1488010,972
91711,"CA",2009,34.12,-117.71,1243259,1100
91722,"CA",2009,34.09,-117.9,696369,381
91723,"CA",2009,34.08,-117.88,360054,245
91724,"CA",2009,34.07,-117.84,692917,439
91730,"CA",2009,34.09,-117.58,1382666,622
91731,"CA",2009,34.08,-118.03,331011,69
91732,"CA",2009,34.07,-118.01,716392,207
91733,"CA",2009,34.04,-118.04,478098,108
91737,"CA",2009,34.15,-117.58,843487,498
91739,"CA",2009,34.14,-117.51,1021534,483
91740,"CA",2009,34.11,-117.85,640815,432
91741,"CA",2009,34.14,-117.85,949849,534
91744,"CA",2009,34.02,-117.93,1111848,400
91745,"CA",2009,34,-117.97,1355694,872
91746,"CA",2009,34.04,-117.98,446629,141
91748,"CA",2009,33.97,-117.9,984680,450
91750,"CA",2009,34.15,-117.76,1100723,796
91752,"CA",2009,33.99,-117.53,511697,210
91754,"CA",2009,34.05,-118.14,786612,284
91755,"CA",2009,34.05,-118.11,500090,223
91761,"CA",2009,34.02,-117.58,1020414,489
91762,"CA",2009,34.04,-117.67,862405,382
91763,"CA",2009,34.07,-117.7,527263,253
91764,"CA",2009,34.07,-117.62,703318,246
91765,"CA",2009,33.99,-117.81,1575803,930
91766,"CA",2009,34.03,-117.75,939290,406
91767,"CA",2009,34.08,-117.73,680299,294
91768,"CA",2009,34.06,-117.79,430617,208
91770,"CA",2009,34.06,-118.08,1002796,330
91773,"CA",2009,34.1,-117.81,1062721,736
91775,"CA",2009,34.11,-118.08,699218,351
91776,"CA",2009,34.08,-118.09,631892,201
91780,"CA",2009,34.1,-118.05,808818,361
91784,"CA",2009,34.14,-117.65,1055241,797
91786,"CA",2009,34.1,-117.66,954469,558
91789,"CA",2009,34.01,-117.85,1327755,910
91790,"CA",2009,34.06,-117.94,862270,575
91791,"CA",2009,34.06,-117.89,879699,524
91792,"CA",2009,34.02,-117.9,601123,324
91801,"CA",2009,34.09,-118.13,1040131,329
91803,"CA",2009,34.07,-118.14,575320,268
91901,"CA",2009,32.8,-116.71,527127,548
91902,"CA",2009,32.67,-117.01,601329,399
91905,"CA",2009,32.67,-116.31,25478,0
91906,"CA",2009,32.68,-116.47,60366,39
91910,"CA",2009,32.63,-117.05,1572468,647
91911,"CA",2009,32.61,-117.03,1388241,530
91913,"CA",2009,32.64,-116.98,1035376,215
91914,"CA",2009,32.66,-116.94,489634,97
91915,"CA",2009,32.62,-116.95,682659,161
91916,"CA",2009,32.9,-116.62,58373,92
91917,"CA",2009,32.62,-116.67,14515,0
91932,"CA",2009,32.57,-117.11,421840,151
91934,"CA",2009,32.63,-116.18,9105,0
91935,"CA",2009,32.69,-116.8,342197,349
91941,"CA",2009,32.76,-117,1052763,1020
91942,"CA",2009,32.78,-117.01,837893,465
91945,"CA",2009,32.73,-117.03,457820,218
91950,"CA",2009,32.67,-117.09,715429,144
91962,"CA",2009,32.74,-116.42,55907,49
91963,"CA",2009,32.63,-116.59,17095,0
91977,"CA",2009,32.71,-116.99,1078982,670
91978,"CA",2009,32.72,-116.94,199998,141
91980,"CA",2009,32.59,-116.62,24238,0
92003,"CA",2009,33.28,-117.19,178730,162
92004,"CA",2009,33.17,-116.27,59219,49
92007,"CA",2009,33.01,-117.27,516448,249
92008,"CA",2009,33.13,-117.3,952740,494
92009,"CA",2009,33.1,-117.24,1877667,913
92010,"CA",2009,33.15,-117.28,461846,288
92011,"CA",2009,33.1,-117.29,990048,429
92014,"CA",2009,32.96,-117.25,1174381,621
92019,"CA",2009,32.77,-116.86,1228614,895
92020,"CA",2009,32.79,-116.96,1131997,791
92021,"CA",2009,32.84,-116.88,1249958,1070
92024,"CA",2009,33.05,-117.25,2203750,1346
92025,"CA",2009,33.09,-116.94,908192,641
92026,"CA",2009,33.22,-117.1,1111594,796
92027,"CA",2009,33.13,-116.98,1005073,626
92028,"CA",2009,33.39,-117.21,1167790,1028
92029,"CA",2009,33.08,-117.13,665403,587
92036,"CA",2009,33.02,-116.49,81393,76
92037,"CA",2009,32.86,-117.24,2987781,951
92040,"CA",2009,32.9,-116.89,1001751,877
92054,"CA",2009,33.2,-117.35,795172,471
92056,"CA",2009,33.2,-117.29,1281094,875
92057,"CA",2009,33.27,-117.28,1235676,560
92058,"CA",2009,33.33,-117.3,549644,153
92059,"CA",2009,33.38,-117.07,78483,0
92061,"CA",2009,33.3,-116.92,101940,24
92064,"CA",2009,32.97,-117.02,1938649,2530
92065,"CA",2009,33.07,-116.83,1011421,1249
92066,"CA",2009,33.22,-116.54,6148,0
92069,"CA",2009,33.15,-117.17,929923,452
92070,"CA",2009,33.18,-116.73,22140,0
92071,"CA",2009,32.85,-116.99,1327285,880
92075,"CA",2009,33,-117.26,765491,395
92078,"CA",2009,33.11,-117.16,1187777,480
92081,"CA",2009,33.18,-117.24,711909,515
92082,"CA",2009,33.25,-116.98,582359,537
92083,"CA",2009,33.2,-117.25,524871,237
92084,"CA",2009,33.21,-117.2,906050,651
92086,"CA",2009,33.28,-116.6,25638,0
92091,"CA",2009,33.02,-117.24,113477,0
92101,"CA",2009,32.71,-117.16,1280080,167
92102,"CA",2009,32.72,-117.09,585926,164
92103,"CA",2009,32.74,-117.17,1347257,548
92104,"CA",2009,32.73,-117.12,1112896,412
92105,"CA",2009,32.73,-117.08,736097,262
92106,"CA",2009,32.72,-117.23,830247,563
92107,"CA",2009,32.74,-117.25,915792,361
92108,"CA",2009,32.77,-117.14,609125,125
92109,"CA",2009,32.79,-117.23,1413983,482
92110,"CA",2009,32.77,-117.2,680713,354
92111,"CA",2009,32.8,-117.16,971172,553
92113,"CA",2009,32.69,-117.11,461182,86
92114,"CA",2009,32.71,-117.05,1067627,517
92115,"CA",2009,32.75,-117.07,985384,549
92116,"CA",2009,32.76,-117.12,900463,422
92117,"CA",2009,32.82,-117.2,1365139,996
92118,"CA",2009,32.7,-117.21,726644,385
92119,"CA",2009,32.81,-117.03,710269,620
92120,"CA",2009,32.79,-117.06,1002203,769
92121,"CA",2009,32.9,-117.2,285494,116
92122,"CA",2009,32.85,-117.2,1324599,581
92123,"CA",2009,32.8,-117.13,759577,398
92124,"CA",2009,32.82,-117.08,845742,639
92126,"CA",2009,32.88,-117.13,1780665,973
92127,"CA",2009,33.02,-117.12,1690830,810
92128,"CA",2009,32.99,-117.07,1795823,1339
92129,"CA",2009,32.96,-117.12,1845801,1446
92130,"CA",2009,32.95,-117.19,3066659,1011
92131,"CA",2009,32.89,-117.07,1709306,1059
92139,"CA",2009,32.68,-117.04,655636,259
92154,"CA",2009,32.56,-117.01,1399683,436
92173,"CA",2009,32.55,-117.04,516009,50
92201,"CA",2009,33.71,-116.23,796530,239
92203,"CA",2009,33.75,-116.23,557424,242
92210,"CA",2009,33.7,-116.33,349674,211
92211,"CA",2009,33.77,-116.34,688384,700
92220,"CA",2009,33.95,-116.83,553029,376
92223,"CA",2009,33.94,-116.97,931173,359
